date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:58:18	54260/54260	U-----	200	untouched ('')	image/png	etag:%226239c88a-d3f4%22	https://savosec.fi/wp-content/uploads/2022/03/kuosec_logo-300x293.png	C:/My%20Web%20Sites/Savosec/savosec.fi/wp-content/uploads/2022/03/kuosec_logo-300x293.png	(from https://savosec.fi/)
10:58:18	11912/11912	U-----	200	untouched ('')	image/png	etag:%22627259f5-2e88%22	https://savosec.fi/wp-content/uploads/2022/05/kpy-novapolis.png	C:/My%20Web%20Sites/Savosec/savosec.fi/wp-content/uploads/2022/05/kpy-novapolis.png	(from https://savosec.fi/)
10:58:20	33254/33254	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2027%20Mar%202024%2008:57:13%20GMT	https://savosec.fi/tietosuojaseloste/	C:/My%20Web%20Sites/Savosec/savosec.fi/tietosuojaseloste/index.html	(from https://savosec.fi/)
10:59:24	52349/52349	U-----	200	untouched ('')	application/javascript	etag:W/%226290f77f-cc7d%22	https://savosec.fi/wp-content/plugins/oxyextras/components/assets/accessible-megamenu.js?ver=1.0.0	C:/My%20Web%20Sites/Savosec/savosec.fi/wp-content/plugins/oxyextras/components/assets/accessible-megamenu8a54.js	(from https://savosec.fi/)
10:59:24	14797/14797	U-----	200	untouched ('')	application/javascript	etag:W/%226290f77f-39cd%22	https://savosec.fi/wp-content/plugins/oxyextras/components/assets/megamenu-init.js?ver=1.0.2	C:/My%20Web%20Sites/Savosec/savosec.fi/wp-content/plugins/oxyextras/components/assets/megamenu-init20b9.js	(from https://savosec.fi/)
10:59:24	12894/12894	U-----	200	untouched ('')	application/javascript	etag:W/%226290f77f-325e%22	https://savosec.fi/wp-content/plugins/oxyextras/components/assets/vime/@vime/core/dist/vime/vime.esm.js?ver=4.7.3	C:/My%20Web%20Sites/Savosec/savosec.fi/wp-content/plugins/oxyextras/components/assets/vime/@vime/core/dist/vime/vime.esmfe9d.js	(from https://savosec.fi/)
10:59:25	8520/8520	U-----	200	untouched ('')	application/javascript	etag:W/%226290f77f-2148%22	https://savosec.fi/wp-content/plugins/oxyextras/components/assets/timeline-init.js?ver=1.0.1	C:/My%20Web%20Sites/Savosec/savosec.fi/wp-content/plugins/oxyextras/components/assets/timeline-initf269.js	(from https://savosec.fi/)
10:59:58	488068/488068	U-----	200	untouched ('')	image/png	etag:%225d94ee32-77284%22	https://conference.oxy.host/wp-content/uploads/sites/15/2017/10/Rectangle-12-Copy@2x.png	C:/My%20Web%20Sites/Savosec/conference.oxy.host/wp-content/uploads/sites/15/2017/10/Rectangle-12-Copy@2x.png	(from http://savosec.fi/wp-content/uploads/oxygen/css/universal.css?cache=1711049459&ver=5.9.9)
11:00:29	27344/27344	U-----	200	untouched ('')	application/javascript	etag:W/%226290f77f-6ad0%22	https://savosec.fi/wp-content/plugins/oxyextras/components/assets/inert.js?ver=1.0.0	C:/My%20Web%20Sites/Savosec/savosec.fi/wp-content/plugins/oxyextras/components/assets/inert8a54.js	(from https://savosec.fi/)
11:00:29	12019/12019	U-----	200	untouched ('')	application/javascript	etag:W/%226290f77f-2ef3%22	https://savosec.fi/wp-content/plugins/oxyextras/components/assets/offcanvas-init.js?ver=1.0.3	C:/My%20Web%20Sites/Savosec/savosec.fi/wp-content/plugins/oxyextras/components/assets/offcanvas-init4bf4.js	(from https://savosec.fi/)
11:00:29	58286/58286	U-----	200	untouched ('')	image/webp	etag:%22626ab753-e3ae%22	https://savosec.fi/wp-content/uploads/2022/04/scaled-e1648202920184_web.webp	C:/My%20Web%20Sites/Savosec/savosec.fi/wp-content/uploads/2022/04/scaled-e1648202920184_web.webp	(from http://savosec.fi/wp-content/uploads/oxygen/css/12.css?cache=1711049459&ver=5.9.9)
11:01:04	759/759	U--MC-	200	updated ('OK')	application/rss+xml	etag:%22374e837ba271a7a840324c3b1511e9d5%22	https://savosec.fi/tietosuojaseloste/feed/	C:/My%20Web%20Sites/Savosec/savosec.fi/tietosuojaseloste/feed/index.html	(from https://savosec.fi/tietosuojaseloste/)
11:01:35	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Mar%202024%2009:00:30%20GMT	https://savosec.fi/?p=2	C:/My%20Web%20Sites/Savosec/savosec.fi/index905b.html	(from https://savosec.fi/tietosuojaseloste/)
11:01:35	3246/3246	U--MC-	200	updated ('OK')	application/json	date:Wed,%2027%20Mar%202024%2009:00:30%20GMT	https://savosec.fi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsavosec.fi%2Ftietosuojaseloste%2F	C:/My%20Web%20Sites/Savosec/savosec.fi/wp-json/oembed/1.0/embedecdd.json	(from https://savosec.fi/tietosuojaseloste/)
11:01:36	1045/1045	U-----	200	untouched ('OK')	text/css	etag:W/%226290f7e9-415%22	http://savosec.fi/wp-content/uploads/oxygen/css/63.css?cache=1653667817&ver=5.9.9	C:/My%20Web%20Sites/Savosec/savosec.fi/wp-content/uploads/oxygen/css/630e77.css	(from https://savosec.fi/tietosuojaseloste/)
11:01:36	14208/14208	U--MC-	200	updated ('OK')	application/json	date:Wed,%2027%20Mar%202024%2009:00:30%20GMT	https://savosec.fi/wp-json/wp/v2/pages/2	C:/My%20Web%20Sites/Savosec/savosec.fi/wp-json/wp/v2/pages/2.json	(from https://savosec.fi/tietosuojaseloste/)
11:01:36	3322/3322	U--MCZ	200	updated ('OK')	text/xml	date:Wed,%2027%20Mar%202024%2009:01:05%20GMT	https://savosec.fi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsavosec.fi%2Ftietosuojaseloste%2F&format=xml	C:/My%20Web%20Sites/Savosec/savosec.fi/wp-json/oembed/1.0/embedfb6f	(from https://savosec.fi/tietosuojaseloste/)
11:01:36	273543/273543	U-----	200	untouched ('')	image/jpeg	etag:%22623d9225-42c87%22	https://savosec.fi/wp-content/uploads/2022/03/AdobeStock_416431135-scaled.jpeg	C:/My%20Web%20Sites/Savosec/savosec.fi/wp-content/uploads/2022/03/AdobeStock_416431135-scaled.jpg	(from http://savosec.fi/wp-content/uploads/oxygen/css/63.css?cache=1653667817&ver=5.9.9)
